"logFC" "logCPM" "PValue" "FDR"
"CTD-2528L19.4" -1.05459505202304 4.6598574882147 0.0291464612985408 0.465205391451053
"SETD4" -1.10025593785708 1.94644251627567 0.0291751662490843 0.465292798674687
"SERPINA1" -1.02854176244992 6.24297443924127 0.0292432240142763 0.466007175998384
"TBXAS1" -1.03653883575686 6.81168542161241 0.0292730483879226 0.466111631366039
"CRIM1" -1.04757294912647 3.62550441181548 0.0293299539846151 0.466299184111928
"CTD-2501B8.1" -1.04209023418257 5.53484870038896 0.0293645960080915 0.466299184111928
"KLHL29" -1.02335089618271 6.21794480693031 0.0293773606374453 0.466299184111928
"CACNA2D2" 1.05848931469772 3.9979978009943 0.0293878418180543 0.466299184111928
"DSC2" 1.04085370051544 8.0316604154379 0.0294012215832143 0.466299184111928
"TCEAL6" -1.04903892072537 6.01034982387438 0.0294324196517826 0.466424681997514
"MVD" -1.03397941849433 2.82839538909225 0.0294994948631388 0.467118088224138
"SQLE" -1.0473930817079 5.50452220783959 0.0295614953544505 0.467730105406792
"METTL21C" 1.05215092085807 3.87220017628935 0.0296450458576713 0.468060788800803
"RWDD2B" -1.04403669375891 6.99140924489581 0.0297105674373725 0.468060788800803
"MAP3K13" -1.03566901720021 7.13251979305024 0.0297288861568498 0.468060788800803
"FAM166A" 1.02963076768699 5.87506453470996 0.0297331747469142 0.468060788800803
"C17orf75" -1.07734402459259 2.52165572869194 0.0297337444727231 0.468060788800803
"RPA1" -1.05028985673908 6.53337231489079 0.0297602340197713 0.468060788800803
"RSPH4A" -1.03522053919347 3.04654403456573 0.0297780291586072 0.468060788800803
"PGM3" -1.03310325654039 6.98705144805883 0.0298049756250675 0.468060788800803
"CIART" -1.04292992592814 4.86420453969435 0.0298333937151662 0.468060788800803
"ARV1" -1.07043266900546 4.57210254876554 0.0298347545450814 0.468060788800803
"RIPK3" 1.0449719408184 5.55913926752071 0.0298394302480468 0.468060788800803
"MNX1" -1.03530424782635 4.82603657229474 0.0300173065901279 0.469975725300503
"TPT1" -1.05217677660734 5.52539166951148 0.030023569443907 0.469975725300503
"ANKRD30BL" -1.03131051702174 6.13789913086124 0.0300318969789149 0.469975725300503
"NKX2-8" -1.04681621415937 2.56229522992127 0.0300995948766298 0.470440540784473
"ASB1" 1.04055639329753 5.71754662457459 0.0301222650946229 0.470440540784473
"TRIP4" -1.05265335146683 5.56424833754447 0.0301721623445247 0.470440540784473
"CCDC157" -1.03266442986952 7.43779853623987 0.0301739501850397 0.470440540784473
"AC016549.1" -1.05898722166015 6.02965655527114 0.0301886157725464 0.470440540784473
"CACNA2D4" -1.04675289640897 5.4093223705483 0.0302025128774815 0.470440540784473
"LAMC1" -1.06594434490867 2.04341020501652 0.0304077660458122 0.472976755083066
"FAM76A" -1.0323926330465 5.92775010018773 0.030435210126911 0.472976755083066
"ST8SIA6" -1.05358658474011 3.47767534400085 0.0304369045483212 0.472976755083066
"C12orf43" 1.04612002110495 3.97415645376071 0.0304688324219172 0.472976755083066
"USP25" 1.06516486537905 3.65469143717895 0.0305092412721746 0.472976755083066
"MAPK8IP2" 1.05743950898686 2.60433651468421 0.0305720797523833 0.472976755083066
"TPTE" -1.04464714331037 4.27638912569763 0.0305846811238551 0.472976755083066
"AC240274.1" -1.02226838260804 5.55693833160432 0.0306017421207542 0.472976755083066
"TCN1" -1.04312324162937 4.26191847574274 0.0306033868344336 0.472976755083066
"C12orf49" -1.03366186382831 5.53435739207178 0.0306335555437833 0.472976755083066
"PSG8" 1.03195041071604 5.76116375218293 0.0306535991429866 0.472976755083066
"GART" -1.04177162218014 4.02176238615217 0.0306640414933714 0.472976755083066
"POP5" -1.024069887937 5.95115764263486 0.0306785577115204 0.472976755083066
"DDX39B" -1.04436841292292 1.9625167575777 0.0306959104192495 0.472976755083066
"MAGEB10" -1.03160598772306 4.13364070566314 0.0307559576203716 0.473537730279526
"CT47A8" -1.03996596569609 2.76935236117107 0.0308429027842696 0.473797059202768
"NFE2" -1.03638028956312 3.80584943697939 0.0308459761543616 0.473797059202768
"RNF4" -1.04685868847274 5.31447720734364 0.0308521571406416 0.473797059202768
"DEFB128" -1.05643084988309 4.20459514108067 0.0309180756416785 0.473797059202768
"F7" -1.02038419552785 7.43948132033648 0.0309259146724697 0.473797059202768
"INPP5K" -1.04001115670234 3.32971365587711 0.030932803641114 0.473797059202768
"ZNF69" -1.038681169521 7.02522696962508 0.0309533270823321 0.473797059202768
"SLC38A5" -1.04597328148476 4.74916973530816 0.030962026383926 0.473797059202768
"PLEKHA3" -1.03428104508969 5.59536435730912 0.0311026598147544 0.475585785304844
"SNRPD3" -1.02332652143829 5.56779112530208 0.0312351627357802 0.476551230626272
"GLTSCR1" -1.03512909500201 4.7468907671867 0.0312551481309694 0.476551230626272
"PPP1CB" -1.01704710218023 5.79344458336447 0.0312598601847164 0.476551230626272
"YPEL4" 1.03531394020242 3.78565556696268 0.0312882889659665 0.476551230626272
"GPM6B" 1.01936785332181 5.07476270384598 0.0313166310097539 0.476551230626272
"PCDHGA10" -1.02363558417295 4.87316409318671 0.0313268574361989 0.476551230626272
"ABCA6" -1.04167163703966 4.7088523473814 0.031344634291626 0.476551230626272
"NBN" -1.06041535928154 3.95661472359005 0.0313561241059072 0.476551230626272
"TANC2" -1.06752978171431 1.87899533944367 0.0314554453845032 0.47765529584138
"LMO4" -1.01139528655485 6.94018367039892 0.0314764610109641 0.47765529584138
"CATSPERD" -1.01965343765248 5.46457593095778 0.0315766753185675 0.478813310602745
"MMRN1" -1.05869160556282 5.5346866155281 0.0316048698162671 0.478878326240277
"ACHE" -1.04168110132422 4.69801099522446 0.031638335590935 0.479023053833726
"ARL9" -1.01549033576488 6.24225503652807 0.0317122249476892 0.479779137407223
"TLR5" -1.04143377722756 2.88419339538396 0.0317433780151939 0.479888003790452
"MRPL40" -1.03512136978826 6.1629486897924 0.031798841816166 0.480275839725436
"ZNF709" -1.01903375623432 5.66079384581685 0.0318169856380437 0.480275839725436
"TNS4" -1.03032090380438 4.71333954383969 0.0318639342399083 0.480622339427412
"MYH1" -1.04498123458142 6.49119299005442 0.0320156949406579 0.48130299875699
"SNRPD1" -1.02294476057755 5.19903432294226 0.0320259862092405 0.48130299875699
"GTF2F1" -1.02071464065578 5.33834576835218 0.0320426645701228 0.48130299875699
"ATRX" -1.04328929231147 3.3048201402739 0.0320469708424496 0.48130299875699
"MROH9" -1.0231893996256 2.84025259107133 0.0320717171537466 0.48130299875699
"METTL14" -1.03339161221959 5.41360148974047 0.0320740403760766 0.48130299875699
"C9orf116" 1.04208502342082 4.32443534803226 0.0320796555424921 0.48130299875699
"SLC30A9" -1.0233010169044 5.68645260215214 0.0321012833278089 0.48130299875699
"CNTNAP2" -1.02169456339387 5.467702744125 0.0321562619985633 0.481766704632177
"PNPLA1" -1.03588219233633 3.01312094041453 0.0322646103701427 0.482542166349736
"GRIFIN" -1.01865043185692 6.9657221745334 0.0322652706328287 0.482542166349736
"PTGR1" -1.01709135562531 6.79780320444641 0.0323043627202948 0.482542166349736
"KANSL3" -1.03516733021169 5.51480167354297 0.0323174111786915 0.482542166349736
"VWA5B1" -1.02760034657962 3.47369368724559 0.0323284702332058 0.482542166349736
"FBXO7" -1.0140694325242 3.35845214379363 0.0323886602662442 0.482605620343331
"TMEM220" -1.0114264083526 6.17957881315338 0.0324042606931453 0.482605620343331
"FSCB" -1.03630548686349 5.73311553855186 0.032443775302554 0.482605620343331
"AC013286.1" -1.01536965937695 3.88723407004566 0.0324783299683328 0.482605620343331
"MAGEA2" -1.01704283760094 5.3401738278211 0.0324996923439789 0.482605620343331
"TBC1D26" -1.02388703142823 4.60732413282527 0.0325179983608375 0.482605620343331
"POTEB2" -1.01844403987412 5.65984380558161 0.0325365191775792 0.482605620343331
"CYSLTR2" -1.03611112963874 4.24120349963938 0.0325621175550916 0.482605620343331
"CHRD" -1.01120154457053 3.71247621367996 0.0325704828634853 0.482605620343331
"CCNB1" -1.01302658889004 5.65857626079549 0.0326391614499674 0.482605620343331
"PIWIL3" -1.0383631921124 6.54109685889589 0.0326408391721133 0.482605620343331
"CMC1" -1.03590050643207 4.50505408031222 0.0326450888866595 0.482605620343331
"SLC17A1" -1.03667032801415 2.28296496195666 0.032664598046167 0.482605620343331
"SLC7A14" -1.02269392155479 5.37455467603777 0.032670022524365 0.482605620343331
"PPP1R3B" -1.0288425989219 3.47024885315728 0.0327027814394322 0.482733540908818
"HSBP1L1" -1.07390304703827 0.155375435486067 0.0327450462490766 0.4829449355084
"MKNK1" -1.03601306571336 5.49660106309272 0.0327653221185121 0.4829449355084
"TBC1D14" -1.02637600865828 5.37202152844407 0.0329076346269965 0.484012446452726
"UBE2V2" 1.04558035266511 5.96552553521494 0.0329247900209516 0.484012446452726
"HIST1H3G" -1.03729584941963 7.14086558540526 0.0329362087692705 0.484012446452726
"NFE2L1" -1.0192912091356 2.54194022649165 0.0329687365799289 0.484012446452726
"FOCAD" -1.0916023008635 1.74118693820655 0.0329699527241641 0.484012446452726
"B4GALNT4" 1.00387129846787 6.67166956299395 0.0329827262447193 0.484012446452726
"ATP6V1F" -1.00871622847279 5.89554493525561 0.0330832704728058 0.485132496955178
"FCRLA" -1.00990073561609 5.41179698606614 0.0331541664692948 0.485223248897311
"FRMD1" -1.00924602490638 5.02057649575014 0.0331612771975145 0.485223248897311
"XYLT1" -1.00288529581712 6.69900630117234 0.0331621300853886 0.485223248897311
"LRIG1" -1.02014269401866 6.88030847734761 0.0332310482792217 0.485359934935817
"GRINA" 1.03149026975002 3.83859155820637 0.0332486804084977 0.485359934935817
"RAET1E" -1.03482322635417 1.79752503486469 0.033263791994152 0.485359934935817
"PLA2R1" -1.00176070483477 6.57589132971949 0.0332683935233826 0.485359934935817
"RAB30" -1.01158610293843 5.78436239976894 0.0333965487445603 0.486623723701964
"TP53INP2" -1.02987002590291 3.7824362234636 0.0334056850164526 0.486623723701964
"ABAT" -1.01976441830302 4.98276336840471 0.0334278989473268 0.486623723701964
"NDUFB3" -1.00761370159384 5.02675021618192 0.0334691167488442 0.486651813337695
"RHO" -1.04857284556329 5.04241425068516 0.0335055641683554 0.486651813337695
"C2orf61" -1.0182674410892 4.71916700391607 0.0335391755734602 0.486651813337695
"CDH15" 1.01311120573026 6.00831126797179 0.0335971872655971 0.486651813337695
"PEX19" -1.00385059443607 3.30256593990832 0.0336114650770501 0.486651813337695
"LINS1" -1.00445571111464 5.8999253233286 0.0337180558049323 0.486651813337695
"HEPHL1" -1.03308578628695 2.30804605015969 0.0337207261551229 0.486651813337695
"NAP1L6" -1.02928947118167 6.00349781107525 0.0337382555244457 0.486651813337695
"ATP10B" -1.02192526697266 4.42255176628499 0.0337539155272009 0.486651813337695
"DPY30" -1.01593430761342 4.21555215782639 0.0338125941478095 0.486651813337695
"COPA" -1.02307362927306 3.65302306300785 0.0338653366546215 0.486651813337695
"NHLH1" -1.01740785304496 6.26895330249401 0.0338656542637719 0.486651813337695
"PDE3A" -1.02637169626009 4.13762860321084 0.0338657413993566 0.486651813337695
"CES4A" -1.0230272389078 2.30482936695197 0.0338830908584997 0.486651813337695
"MAS1" -1.01906575369411 6.02998034404242 0.0338838250055131 0.486651813337695
"CER1" -1.00036613669148 6.12751571238859 0.0338838604085042 0.486651813337695
"AMPD3" -1.01281462116699 8.10053769532995 0.0338875254627649 0.486651813337695
"FREM1" -1.02554756914133 5.34935583143505 0.0339045660149552 0.486651813337695
"PHLDA3" -1.01969010474913 3.88154307115602 0.0339095642964977 0.486651813337695
"PSME3" -1.01596187157077 2.75066195529819 0.0339157271938207 0.486651813337695
"PMP22" -1.01958148264666 4.34401111608758 0.0339462144844761 0.486740602962449
"ZNF543" -1.00922224354049 5.089808248101 0.0341000873405694 0.488036000618466
"CD5L" -1.01003647430199 3.11922582668991 0.0341009583768955 0.488036000618466
"CWC27" -1.03707072388308 4.24987526969026 0.0341321714970132 0.488036000618466
"GNL3L" 1.01935989391353 4.67123854587472 0.0341340141214353 0.488036000618466
"RNF39" -1.04213769582485 3.16172775449879 0.0341884140930693 0.488183900672696
"MRGPRX3" 0.997386677372633 5.75649191846594 0.0341981676107049 0.488183900672696
"PDGFA" -1.03243195975714 4.08419659785335 0.0342262287926078 0.488183900672696
"SPRY1" -1.03266443155066 5.68814416272804 0.034241844163803 0.488183900672696
"HSF2BP" -1.02531428696022 4.98779360931065 0.0343801679835169 0.489634986366432
"ACOT2" -1.02498757508126 4.43090667845226 0.0344017426858585 0.489634986366432
"PGLS" -1.01587402290728 6.53360874520714 0.0344179845137635 0.489634986366432
"GFPT1" -1.01583171072443 4.14445023138455 0.034465259515251 0.489634986366432
"C1orf115" -1.04268556906391 4.54831437230296 0.0345009077522605 0.489634986366432
"CEP83" -1.00224527218104 4.96820294744764 0.0345159302148967 0.489634986366432
"AHRR" -1.01253224824052 4.99131848706813 0.0345306781766341 0.489634986366432
"B4GALT7" -1.03296279813145 3.39666952112328 0.0345391760638894 0.489634986366432
"PRKG1" 1.001061333761 3.2854233443273 0.0345871939742745 0.489968940946741
"IGSF11" -1.00923086476486 5.10877229199005 0.0346217328175202 0.490111611355298
"UGT2B7" -1.02122428048761 5.83003946927019 0.0346654304343951 0.490201781386582
"ZNF599" -1.01509699264951 6.51332763939583 0.0346770467887169 0.490201781386582
"FCN1" -1.00933355450142 5.70312436815629 0.0347079361198347 0.490292431887453
"CASP8" -0.994292388065173 6.34989425738357 0.0347542303090145 0.490600413897019
"PGRMC2" 1.02164054286894 8.16074421783691 0.0348188338629441 0.491126472234063
"PATL2" -1.01372367599437 3.63258024066913 0.0348452555816952 0.491126472234063
"TTC17" -0.997320827225813 7.31844838840662 0.0348871116267011 0.491126472234063
"SLCO6A1" -1.00906002513152 5.39749384366386 0.0348911454213248 0.491126472234063
"IL1RL1" -1.02014097370906 6.79926406711327 0.034928285816308 0.491126472234063
"NMT1" -0.986722867137697 6.88246350540471 0.0349525811593611 0.491126472234063
"PDCD11" 1.07071454884518 -0.0926451162281979 0.0349947553553648 0.491126472234063
"LILRB2" -1.00954467535673 4.90886247190875 0.0349961113374086 0.491126472234063
"FAM135B" -1.0138465324378 6.02647544352339 0.035021377603647 0.491126472234063
"AC138028.1" -1.00958205653465 6.42563697277268 0.0350395111210409 0.491126472234063
"ADH1B" -1.02436285376686 3.17008665008433 0.0350905951287916 0.491126472234063
"ANKRD30A" -1.03765320316064 4.5606166402712 0.0351390550854637 0.491126472234063
"FAAP20" -0.997383707364301 5.7119824122144 0.0351470013586838 0.491126472234063
"ZNF277" -1.00090009824198 6.36921117365207 0.0351711635498564 0.491126472234063
"TNPO2" -1.0191442166766 4.61226678124287 0.0351970236050315 0.491126472234063
"NLRP1" -1.02074758834182 3.9278208969257 0.0352055840876144 0.491126472234063
"KCNAB2" -1.01245266844568 4.6937687576432 0.0352083078292704 0.491126472234063
"CTSK" -1.00002958068224 5.53724949311624 0.0353405109276026 0.492627539589985
"BRDT" -1.02159469286243 6.6125656260607 0.0353971254451927 0.492677941988814
"RAB14" -0.987901132526795 7.13620512272249 0.0354140625411004 0.492677941988814
"IFT57" -0.99846999776411 5.11379436248521 0.0354179140564072 0.492677941988814
"KRT18" -0.993563372147163 5.12746261603347 0.0354826324759538 0.493201001027085
"GPR146" -0.995234745388346 3.38376735502963 0.0355047597963685 0.493201001027085
"PARP9" -1.001846639021 4.97858246085732 0.0355332082381047 0.493208173200261
"LCE5A" -1.00191208286241 4.82441126327845 0.0355545205981318 0.493208173200261
"SRRM3" -1.01399648867359 4.1313375340435 0.035728752671172 0.495267651251671
"ZNF451" -1.00218148920536 4.35418442485115 0.03576449150291 0.495267651251671
"CTC-487M23.8" -1.00344444824693 2.93235452474778 0.0357847585907815 0.495267651251671
"CSNK2A3" -1.00279490819468 5.14608446858176 0.0358018850288263 0.495267651251671
"CAMK2B" -1.00474316972872 4.73339808071461 0.0358843528389817 0.496065888003895
"APOBEC3D" 0.989459329248227 6.30652353462021 0.0359221831496444 0.496246379772777
"ZMAT3" -1.00812065670021 4.21356027593233 0.0360529470925741 0.497709568029878
"CACNA2D3" -1.00835673564139 5.9091783657279 0.0361199998426873 0.498291816011618
"NCR3LG1" -1.00018128306993 6.69947455186558 0.0361651588800601 0.498401495819802
"RD3L" -1.00295114022312 5.1358421587852 0.0362187870558655 0.498401495819802
"GPRC5D" -1.0274464091502 3.58941098828398 0.0362188352466562 0.498401495819802
"CAB39" -1.00097264611126 3.76407775033035 0.0362422812710896 0.498401495819802
"CPT2" -0.999589682166105 6.87323968862735 0.0363192686626915 0.498401495819802
"SMAD7" -1.29269332055224 -2.08208601205824 0.0363242581748817 0.498401495819802
"MYO10" -1.02199022939351 1.32215972054204 0.0363466973326247 0.498401495819802
"ZNF446" -0.992379185899932 5.40108334116462 0.0363485133784756 0.498401495819802
"FERMT3" -1.02051804055327 4.2405320491123 0.0363543618122193 0.498401495819802
"ZNF585B" -1.01003007144239 7.69791684905821 0.0363974217459327 0.498401495819802
"NOM1" -1.02341206870424 5.49722057837396 0.0364016468665753 0.498401495819802
"NLRP7" -1.01251305323797 2.82923746889844 0.0365313406171794 0.499270905426057
"DIP2B" -0.983989596610092 6.4209027705028 0.0365345850018869 0.499270905426057
"C7orf26" -0.98601501457029 5.04190761978219 0.0366349463787694 0.499270905426057
"RPL13" -0.985668934067391 3.13924490130017 0.036688072869404 0.499270905426057
"RNASEH1" -1.00399714476306 4.800020627963 0.0367048429187319 0.499270905426057
"PAXIP1" -0.998665913918753 3.4405951603001 0.0367519019158027 0.499270905426057
"CDADC1" -0.980178455526349 6.12131505944128 0.0367669516548595 0.499270905426057
"DNAJC12" -1.00569872095888 3.22705970854721 0.0367913798843595 0.499270905426057
"SPESP1" -0.996569592987599 4.79316021039062 0.0368122296658832 0.499270905426057
"OR5K4" -0.980423396621172 6.08847535281669 0.0368255674573158 0.499270905426057
"TRAF7" -1.00516736029645 3.67279673254737 0.036871250090411 0.499270905426057
"CRYZL1" -0.989130649060027 4.06462486183261 0.0369064376663965 0.499270905426057
"SHISA8" -0.984411929219654 6.21014694747945 0.0369541030121646 0.499270905426057
"TBC1D19" -0.98786247331077 6.04811715922298 0.0369552090239432 0.499270905426057
"C16orf95" -1.0244386671223 6.24101076480079 0.0369560832333316 0.499270905426057
"N4BP2" -0.993228666387373 7.01087292709187 0.0369953687883914 0.499270905426057
"GPBP1L1" -0.992768410514401 2.51594372815776 0.0370294828855091 0.499270905426057
"FTCDNL1" -0.99548712122539 5.42561761138476 0.0370362313966356 0.499270905426057
"USP17L18" -1.02845032767894 4.36970442487699 0.037051064631145 0.499270905426057
"SPON2" -0.983526192739 6.67005899358222 0.0370667234353815 0.499270905426057
"ATL1" -0.986628871281744 7.04799755042981 0.0371090806543089 0.499270905426057
"BIRC6" -0.992990219097065 7.95712069779551 0.037141956952915 0.499270905426057
"FAM13B" -0.989318400805196 6.03299098581545 0.0371851859678524 0.499270905426057
"NCBP2" -1.0042820227302 2.06466641669435 0.0371986911055156 0.499270905426057
"MEI4" -0.97871145098805 5.95301655852918 0.0372297160522068 0.499270905426057
"TPD52L3" -0.992216767365692 5.71180317616327 0.0372381187749901 0.499270905426057
"NUDT10" -0.986928819053609 6.54168812489856 0.0372520043405355 0.499270905426057
"VPS9D1" -0.982707935588434 6.84061056016656 0.03726268461231 0.499270905426057
"ZNF285" -0.994791611173396 4.41184592970387 0.0372685230395117 0.499270905426057
"NDUFS5" -0.993490562531995 5.72323028446606 0.0372800284489854 0.499270905426057
"BCL6B" -1.00670830420502 3.16383098316639 0.0372801785442871 0.499270905426057
"PXT1" -1.01949019244671 3.88157898236537 0.0372977775056438 0.499270905426057
"CPM" -0.99320494014411 5.00347528246314 0.037310245473501 0.499270905426057
"OR11A1" -0.998274707554025 4.95829776614131 0.0373125927523742 0.499270905426057
"IL17F" -0.99546489210338 3.6451685426528 0.0373509671472869 0.499450749617693
"PRAMEF11" -0.999259873777968 6.25906369912392 0.03748255306873 0.500368907837699
"AL513122.1" -0.988509048286413 5.61026711096289 0.0374927818658367 0.500368907837699
"DHX15" -0.994656093923864 3.78932309757194 0.0374945699497972 0.500368907837699
"AC108925.1" -0.99668195337748 7.51015570645383 0.0375946851670467 0.501124378047356
"FAM213A" -1.08689922237177 -0.423282373658204 0.0376529983783066 0.501124378047356
"SARDH" -0.988580213510306 5.63598886718571 0.0376897010605049 0.501124378047356
"USF1" -0.994806952875084 6.01313972205924 0.0376911745779867 0.501124378047356
"RBFA" -1.02441429074518 4.56850125285107 0.0377057666944537 0.501124378047356
"THEM5" 0.985775930954117 5.02900276188313 0.0377073038184287 0.501124378047356
"CEP41" -0.990213555846023 3.17369194819221 0.0377275047977005 0.501124378047356
"LOXL3" -0.978345268179022 7.36446472297698 0.0378339301275729 0.501124378047356
"B4GALNT2" 1.00080410794165 3.91629386999089 0.0378357511011905 0.501124378047356
"AIM2" -0.97982430734387 6.70602806397808 0.037839682766788 0.501124378047356
"FPR2" -0.976049981772392 6.26943326881102 0.0378453934919023 0.501124378047356
"DNAJC22" -0.981229093964926 6.24062677876092 0.037851389545487 0.501124378047356
"KRT78" -0.986935637112304 4.15713266026948 0.0379179105271023 0.501673491260493
"LAPTM4B" -0.982862129148657 6.71297722043057 0.0379779940013246 0.501892462263549
"LIX1" -0.981359965415479 5.20249405086791 0.0379845725521213 0.501892462263549
"CDH16" 1.00634082741534 2.30452475399926 0.0380114044891003 0.501915915175456
"FAF1" -0.998810450737397 4.83065368277112 0.0381063180278545 0.502401161765389
"FAM156B" -0.995261793550894 5.51721143909918 0.0381140078012898 0.502401161765389
"FAM173B" -0.980592343975429 6.43690151911587 0.0381770954097859 0.502401161765389
"POFUT1" -0.986787713240611 6.75292749949476 0.0381932562996583 0.502401161765389
"CSN1S1" -1.00874322323866 3.80081219501274 0.0382582506052571 0.502401161765389
"GLIS3" -1.00055135739647 4.07792975221154 0.0382670531486006 0.502401161765389
"CAPN5" -1.00045393102168 7.11518304312211 0.0382760499655867 0.502401161765389
"ST3GAL1" -1.00067340635257 2.23000700594258 0.0382945947609387 0.502401161765389
"AZIN2" -1.00086008214677 6.75599604534078 0.0383069977246713 0.502401161765389
"CLSTN1" -0.996644940302842 4.87038902595873 0.038323160867876 0.502401161765389
"NADSYN1" -1.01104158192289 3.00316648822315 0.0383266196401467 0.502401161765389
"RIPK1" -1.05349500252559 1.48771273921698 0.0383518902887115 0.502401161765389
"NAALADL1" 0.997051895031852 4.57247242659218 0.0383742088513327 0.502401161765389
"RPL39L" -1.0096216240931 4.29554942735999 0.0384549214289436 0.502889958426144
"EXOSC6" -1.01167108403103 2.23601724112013 0.0384628303104657 0.502889958426144
"CT47B1" -0.989589297162594 3.15116132410834 0.0384897021477239 0.502889958426144
"DDX54" 0.986059339024501 5.31264194002671 0.0385469807111062 0.502889958426144
"CC2D1B" -0.976428733697347 5.78087276838203 0.0385730879320118 0.502889958426144
"EGFL7" -1.05281425476204 -0.0752877586560253 0.0385773364416348 0.502889958426144
"THAP10" -0.987795053178882 5.12364163374764 0.0386064669989627 0.502889958426144
"STOX2" -1.01715674556557 1.72275519141303 0.0386123886006395 0.502889958426144
"RP11-613M10.9" -0.996335473911816 5.84910832899535 0.0387350220782533 0.503237175888894
"EPB41L5" -0.972398567568865 6.42252178995104 0.0387410493285275 0.503237175888894
"SEC23IP" -0.99514779566093 6.53983769401049 0.0387721153566643 0.503237175888894
"C10orf95" -0.979053904743183 3.59580883254886 0.0387793887199832 0.503237175888894
"OR6C75" -1.00771276421405 5.51239785583379 0.0387876186953372 0.503237175888894
"TAS2R4" -0.992429854718976 4.90232505322831 0.0388114490361642 0.503237175888894
"PCDHGA8" -0.987904386578696 2.74650084241273 0.0388498934741156 0.503237175888894
"KCNQ4" -1.54861409779269 -2.90765869962734 0.0388593487775907 0.503237175888894
"CDK11A" -0.985364715110079 3.79739592966601 0.0388651545654296 0.503237175888894
"RNPEP" 0.980907517519252 5.13800904175362 0.0390119406944977 0.503664927146859
"PON3" -0.980086084051028 6.73218806349922 0.0390125918512475 0.503664927146859
"KCNE5" -0.980242224806588 5.13230663790345 0.039018496984808 0.503664927146859
"ANKRD40" -0.973918625355051 6.49297976576214 0.0390442361633717 0.503664927146859
"BORCS6" -0.978189266190249 4.80306589830509 0.039089460006232 0.503664927146859
"DMBT1" -0.987707389888871 2.76637101037237 0.0391353815832508 0.503664927146859
"RIMKLB" 0.983157373179012 4.71012424241063 0.0391442332957984 0.503664927146859
"SPATA9" -0.975256606020307 5.88910597592186 0.0391511385023767 0.503664927146859
"CELA3B" -0.98063354050877 6.30216462766044 0.0391680050808402 0.503664927146859
"MTFR1" -1.01930629637528 4.31467934290074 0.0392066827744347 0.503664927146859
"GLRB" 0.981115719117693 3.30142219442365 0.039220318100536 0.503664927146859
"PLGLB1" -0.990989725363652 3.66489916956054 0.0392396125985737 0.503664927146859
"KLKB1" -1.02343361475438 4.21587200654171 0.0392492739702224 0.503664927146859
"IMPDH1" -1.01812005306022 2.46629714854911 0.0392752470064075 0.503664927146859
"TSNAX" -0.987341968992523 6.17569272831386 0.039275354011452 0.503664927146859
"KCNF1" -0.991695508542063 5.37943998421793 0.0393289308493446 0.504001832096975
"LIPE" -0.995440415894533 5.21605563338425 0.0393519477509695 0.504001832096975
"HMGCS1" -0.984310901743701 2.81012530138193 0.0394963070447746 0.505273076933768
"PARPBP" -0.993986665971305 5.29885818228678 0.0395016543596566 0.505273076933768
"PAQR4" -0.980032757640338 4.30050972182475 0.0395885790022667 0.506061790679263
"GUCD1" -0.982663220350963 4.3374075346015 0.0396371355606181 0.506193257680933
"MPP3" -0.995739329623433 3.16185435465147 0.0396494044881126 0.506193257680933
"ATXN1" -0.9852093198763 5.45215512344219 0.0397022651037234 0.506314980525455
"MILR1" -0.972979047496101 6.88104120665843 0.0397094920076626 0.506314980525455
"FAM177A1" -0.978744072030131 4.44768118651522 0.039757673736399 0.506381011405441
"RGL3" -0.98106808471896 5.32916419887872 0.0397762948537376 0.506381011405441
"ZNF560" -0.989144548507872 5.61359019511888 0.0397905103066329 0.506381011405441
"VAC14" -0.963475745327799 6.44631539674451 0.0398654887185963 0.506414637576013
"PFKFB4" -1.01811747939985 3.41039552759533 0.0398862230611577 0.506414637576013
"SH2B2" -0.998806093020598 7.51530041529012 0.039914373997298 0.506414637576013
"RAB9B" -0.981770403569082 4.37087900971539 0.0399475853777973 0.506414637576013
"SPANXB1" -0.973566868887849 5.57389846454505 0.0399524617256277 0.506414637576013
"STRC" -0.971233120205013 6.64834694267851 0.0399763909848436 0.506414637576013
"TMPRSS11A" -1.03432166911519 0.460329785171867 0.0399872126714309 0.506414637576013
"APOC2" -0.969593106261725 6.42044838209259 0.0399954378031574 0.506414637576013
"UGT2A3" -0.972613015832992 5.98775834973855 0.0400206865000664 0.506414637576013
"FAM196A" -0.9608502888239 6.35774806746804 0.0401000638416259 0.506682191059597
"TNN" -0.96950739810002 6.05344976475397 0.0401076498467168 0.506682191059597
"YDJC" -0.987711669578724 3.64210765138634 0.0401177152923229 0.506682191059597
"SAMD4A" -0.9836636518558 3.9881138838399 0.0401695481970699 0.506859020146303
"HMGB1" -0.9915029337934 5.85766275916112 0.0401961567757526 0.506859020146303
"FAM78A" -0.982201261018598 4.51567055907696 0.040207627328265 0.506859020146303
"CBLN4" -0.978890211776976 2.83977273307022 0.0402356973617128 0.506893870347465
"GNRHR" -0.993217732447712 4.66555989801218 0.0403386320560839 0.507316421921629
"ZNF816" -1.03084505708012 0.807385439626249 0.0403498498346872 0.507316421921629
"PEX3" -0.970590452558428 7.36624887165805 0.0403609555681837 0.507316421921629
"NOA1" -0.984014746077111 4.93797385383782 0.0404558663881282 0.507316421921629
